Treasure Class	*MobType	*MobLvl	*Act	firstLadderSeason	lastLadderSeason	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
slinger3u(N)	humanoid	46	2					1						Act 2 (N) Unique B	1																								0
slinger3(H)	humanoid	79	2					1						Act 2 (H) Miss B	1																								0
slinger3c(H)	humanoid	79	2					1						Act 2 (H) Champ B	1																								0
slinger3u(H)	humanoid	79	2					1						Act 2 (H) Unique B	1																								0
slinger4	humanoid	19	2					1						Act 2 Miss C	1																								0
slinger4c	humanoid	19	2					1						Act 2 Champ C	1																								0
slinger4u	humanoid	19	2					1						Act 2 Unique C	1																								0
slinger4(N)	humanoid	48	2					1						Act 2 (N) Miss C	1																								0
slinger4c(N)	humanoid	48	2					1						Act 2 (N) Champ C	1																								0
slinger4u(N)	humanoid	48	2					1						Act 2 (N) Unique C	1																								0
slinger4(H)	humanoid	80	2					1						Act 2 (H) Miss C	1																								0
slinger4c(H)	humanoid	80	2					1						Act 2 (H) Champ C	1																								0
slinger4u(H)	humanoid	80	2					1						Act 2 (H) Unique C	1																								0
slinger5	humanoid	15	2					1						Act 2 Miss A	1																								0
slinger5c	humanoid	15	2					1						Act 2 Champ A	1																								0
slinger5u	humanoid	15	2					1						Act 2 Unique A	1																								0
slinger5(N)	humanoid	44	2					1						Act 2 (N) Miss A	1																								0
slinger5c(N)	humanoid	44	2					1						Act 2 (N) Champ A	1																								0
slinger5u(N)	humanoid	44	2					1						Act 2 (N) Unique A	1																								0
slinger5(H)	humanoid	76	2					1						Act 2 (H) Miss A	1																								0
slinger5c(H)	humanoid	76	2					1						Act 2 (H) Champ A	1																								0
slinger5u(H)	humanoid	76	2					1						Act 2 (H) Unique A	1																								0
slinger6	humanoid	17	2					1						Act 2 Miss B	1																								0
slinger6c	humanoid	17	2					1						Act 2 Champ B	1																								0
slinger6u	humanoid	17	2					1						Act 2 Unique B	1																								0
slinger6(N)	humanoid	46	2					1						Act 2 (N) Miss B	1																								0
slinger6c(N)	humanoid	46	2					1						Act 2 (N) Champ B	1																								0
slinger6u(N)	humanoid	46	2					1						Act 2 (N) Unique B	1																								0
slinger6(H)	humanoid	77	2					1						Act 2 (H) Miss B	1																								0
slinger6c(H)	humanoid	77	2					1						Act 2 (H) Champ B	1																								0
slinger6u(H)	humanoid	77	2					1						Act 2 (H) Unique B	1																								0
zombie4	undead	22	3					1						Act 3 H2H A	1																								0
zombie4c	undead	22	3					1						Act 3 Champ A	1																								0
zombie4u	undead	22	3					1						Act 3 Unique A	1																								0
zombie4(N)	undead	50	3					1						Act 3 (N) H2H A	1																								0
zombie4c(N)	undead	50	3					1						Act 3 (N) Champ A	1																								0
zombie4u(N)	undead	50	3					1						Act 3 (N) Unique A	1																								0
zombie4(H)	undead	80	3					1						Act 3 (H) H2H A	1																								0
zombie4c(H)	undead	80	3					1						Act 3 (H) Champ A	1																								0
zombie4u(H)	undead	80	3					1						Act 3 (H) Unique A	1																								0
foulcrow4	natural	22	3					1						Act 3 Cast A	1																								0
foulcrow4c	natural	22	3					1						Act 3 Champ A	1																								0
foulcrow4u	natural	22	3					1						Act 3 Unique A	1																								0
foulcrow4(N)	natural	49	3					1						Act 3 (N) Cast A	1																								0
foulcrow4c(N)	natural	49	3					1						Act 3 (N) Champ A	1																								0
foulcrow4u(N)	natural	49	3					1						Act 3 (N) Unique A	1																								0
foulcrow4(H)	natural	79	3					1						Act 3 (H) Cast A	1																								0
foulcrow4c(H)	natural	79	3					1						Act 3 (H) Champ A	1																								0
foulcrow4u(H)	natural	79	3					1						Act 3 (H) Unique A	1																								0
brute5	natural	23	3					1						Act 3 H2H B	1																								0
brute5c	natural	23	3					1						Act 3 Champ B	1																								0
brute5u	natural	23	3					1						Act 3 Unique B	1																								0
brute5(N)	natural	53	3					1						Act 3 (N) H2H B	1																								0
brute5c(N)	natural	53	3					1						Act 3 (N) Champ B	1																								0
brute5u(N)	natural	53	3					1						Act 3 (N) Unique B	1																								0
brute5(H)	natural	84	3					1						Act 3 (H) H2H B	1																								0
brute5c(H)	natural	84	3					1						Act 3 (H) Champ B	1																								0
brute5u(H)	natural	84	3					1						Act 3 (H) Unique B	1																								0
sandraider5	humanoid	26	4					1						Act 4 H2H A	1																								0
sandraider5c	humanoid	26	4					1						Act 4 Champ A	1																								0
sandraider5u	humanoid	26	4					1						Act 4 Unique A	1																								0
sandraider5(N)	humanoid	59	4					1						Act 4 (N) H2H A	1																								0
sandraider5c(N)	humanoid	59	4					1						Act 4 (N) Champ A	1																								0
sandraider5u(N)	humanoid	59	4					1						Act 4 (N) Unique A	1																								0
sandraider5(H)	humanoid	84	4					1						Act 4 (H) H2H A	1																								0
sandraider5c(H)	humanoid	84	4					1						Act 4 (H) Champ A	1																								0
sandraider5u(H)	humanoid	84	4					1						Act 4 (H) Unique A	1																								0
bighead5	demon	27	4					1						Act 4 Cast A	1																								0
bighead5c	demon	27	4					1						Act 4 Champ A	1																								0
bighead5u	demon	27	4					1						Act 4 Unique A	1																								0
bighead5(N)	demon	57	4					1						Act 4 (N) Cast A	1																								0
bighead5c(N)	demon	57	4					1						Act 4 (N) Champ A	1																								0
bighead5u(N)	demon	57	4					1						Act 4 (N) Unique A	1																								0
bighead5(H)	demon	84	4					1						Act 4 (H) Cast A	1																								0
bighead5c(H)	demon	84	4					1						Act 4 (H) Champ A	1																								0
bighead5u(H)	demon	84	4					1						Act 4 (H) Unique A	1																								0
sandmaggot5	natural	27	4					1						Act 4 H2H A	1																								0
sandmaggot5c	natural	27	4					1						Act 4 Champ A	1																								0
sandmaggot5u	natural	27	4					1						Act 4 Unique A	1																								0
sandmaggot5(N)	natural	57	4					1						Act 4 (N) H2H A	1																								0
sandmaggot5c(N)	natural	57	4					1						Act 4 (N) Champ A	1																								0
sandmaggot5u(N)	natural	57	4					1						Act 4 (N) Unique A	1																								0
sandmaggot5(H)	natural	85	4					1						Act 4 (H) H2H A	1																								0
sandmaggot5c(H)	natural	85	4					1						Act 4 (H) Champ A	1																								0
sandmaggot5u(H)	natural	85	4					1						Act 4 (H) Unique A	1																								0
sandleaper5	natural	26	4					1						Act 4 H2H A	1																								0
sandleaper5c	natural	26	4					1						Act 4 Champ A	1																								0
sandleaper5u	natural	26	4					1						Act 4 Unique A	1																								0
sandleaper5(N)	natural	56	4					1						Act 4 (N) H2H A	1																								0
sandleaper5c(N)	natural	56	4					1						Act 4 (N) Champ A	1																								0
sandleaper5u(N)	natural	56	4					1						Act 4 (N) Unique A	1																								0
sandleaper5(H)	natural	82	4					1						Act 4 (H) H2H A	1																								0
sandleaper5c(H)	natural	82	4					1						Act 4 (H) Champ A	1																								0
sandleaper5u(H)	natural	82	4					1						Act 4 (H) Unique A	1																								0
thornhulk4	natural	27	4					1						Act 4 H2H A	1																								0
thornhulk4c	natural	27	4					1						Act 4 Champ A	1																								0
thornhulk4u	natural	27	4					1						Act 4 Unique A	1																								0
thornhulk4(N)	natural	57	4					1						Act 4 (N) H2H A	1																								0
thornhulk4c(N)	natural	57	4					1						Act 4 (N) Champ A	1																								0
thornhulk4u(N)	natural	57	4					1						Act 4 (N) Unique A	1																								0
thornhulk4(H)	natural	84	4					1						Act 4 (H) H2H A	1																								0
thornhulk4c(H)	natural	84	4					1						Act 4 (H) Champ A	1																								0
thornhulk4u(H)	natural	84	4					1						Act 4 (H) Unique A	1																								0
blunderbore4	demon	32	4					1						Act 4 H2H A	1																								0
blunderbore4c	demon	32	4					1						Act 4 Champ A	1																								0
blunderbore4u	demon	32	4					1						Act 4 Unique A	1																								0
blunderbore4(N)	demon	57	4					1						Act 4 (N) H2H A	1																								0
blunderbore4c(N)	demon	57	4					1						Act 4 (N) Champ A	1																								0
blunderbore4u(N)	demon	57	4					1						Act 4 (N) Unique A	1																								0
blunderbore4(H)	demon	85	4					1						Act 4 (H) H2H A	1																								0
blunderbore4c(H)	demon	85	4					1						Act 4 (H) Champ A	1																								0
blunderbore4u(H)	demon	85	4					1						Act 4 (H) Unique A	1																								0
megademon1	demon	24	4					1						Act 4 H2H A	1																								0
megademon1c	demon	24	4					1						Act 4 Champ A	1																								0
megademon1u	demon	24	4					1						Act 4 Unique A	1																								0
megademon1(N)	demon	55	4					1						Act 4 (N) H2H A	1																								0
megademon1c(N)	demon	55	4					1						Act 4 (N) Champ A	1																								0
megademon1u(N)	demon	55	4					1						Act 4 (N) Unique A	1																								0
megademon1(H)	demon	82	4					1						Act 4 (H) H2H A	1																								0
megademon1c(H)	demon	82	4					1						Act 4 (H) Champ A	1																								0
megademon1u(H)	demon	82	4					1						Act 4 (H) Unique A	1																								0
megademon2	demon	27	4					1						Act 4 H2H B	1																								0
megademon2c	demon	27	4					1						Act 4 Champ B	1																								0
megademon2u	demon	27	4					1						Act 4 Unique B	1																								0
megademon2(N)	demon	56	4					1						Act 4 (N) H2H B	1																								0
megademon2c(N)	demon	56	4					1						Act 4 (N) Champ B	1																								0
megademon2u(N)	demon	56	4					1						Act 4 (N) Unique B	1																								0
megademon2(H)	demon	83	4					1						Act 4 (H) H2H B	1																								0
megademon2c(H)	demon	83	4					1						Act 4 (H) Champ B	1																								0
megademon2u(H)	demon	83	4					1						Act 4 (H) Unique B	1																								0
megademon3	demon	30	4					1						Act 4 H2H B	1																								0
megademon3c	demon	30	4					1						Act 4 Champ B	1																								0
megademon3u	demon	30	4					1						Act 4 Unique B	1																								0
megademon3(N)	demon	57	4					1						Act 4 (N) H2H B	1																								0
megademon3c(N)	demon	57	4					1						Act 4 (N) Champ B	1																								0
megademon3u(N)	demon	57	4					1						Act 4 (N) Unique B	1																								0
megademon3(H)	demon	84	4					1						Act 4 (H) H2H B	1																								0
megademon3c(H)	demon	84	4					1						Act 4 (H) Champ B	1																								0
megademon3u(H)	demon	84	4					1						Act 4 (H) Unique B	1																								0
vilemother1	demon	24	4					1						Act 4 Cast A	1																								0
vilemother1c	demon	24	4					1						Act 4 Champ A	1																								0
vilemother1u	demon	24	4					1						Act 4 Unique A	1																								0
vilemother1(N)	demon	56	4					1						Act 4 (N) Cast A	1																								0
vilemother1c(N)	demon	56	4					1						Act 4 (N) Champ A	1																								0
vilemother1u(N)	demon	56	4					1						Act 4 (N) Unique A	1																								0
vilemother1(H)	demon	82	4					1						Act 4 (H) Cast A	1																								0
vilemother1c(H)	demon	82	4					1						Act 4 (H) Champ A	1																								0
vilemother1u(H)	demon	82	4					1						Act 4 (H) Unique A	1																								0
vilemother2	demon	27	4					1						Act 4 Cast A	1																								0
vilemother2c	demon	29	4					1						Act 4 Champ A	1																								0
vilemother2u	demon	32	4					1						Act 4 Unique A	1																								0
vilemother2(N)	demon	57	4					1						Act 4 (N) Cast A	1																								0
vilemother2c(N)	demon	57	4					1						Act 4 (N) Champ A	1																								0
vilemother2u(N)	demon	57	4					1						Act 4 (N) Unique A	1																								0
vilemother2(H)	demon	84	4					1						Act 4 (H) Cast A	1																								0
vilemother2c(H)	demon	84	4					1						Act 4 (H) Champ A	1																								0
vilemother2u(H)	demon	84	4					1						Act 4 (H) Unique A	1																								0
vilemother3	demon	30	4					1						Act 4 Cast B	1																								0
vilemother3c	demon	30	4					1						Act 4 Champ A	1																								0
vilemother3u	demon	30	4					1						Act 4 Unique A	1																								0
vilemother3(N)	demon	57	4					1						Act 4 (N) Cast B	1																								0
vilemother3c(N)	demon	57	4					1						Act 4 (N) Champ B	1																								0
vilemother3u(N)	demon	57	4					1						Act 4 (N) Unique B	1																								0
vilemother3(H)	demon	85	4					1						Act 4 (H) Cast B	1																								0
vilemother3c(H)	demon	85	4					1						Act 4 (H) Champ B	1																								0
vilemother3u(H)	demon	85	4					1						Act 4 (H) Unique B	1																								0
vilechild1	demon	24	4					1						Act 4 Cast A	1																								0
vilechild1c	demon	26	4					1						Act 4 Champ A	1																								0
vilechild1u	demon	29	4					1						Act 4 Unique A	1																								0
